source,target,edge_type,role,weight,tie_source,resolution,page,page_url
L1912-01313,L1912-00159,affiliation,assessor,1,organisation_entry_officer_list,resolved,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:BARRION,L1912-00160,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:BOEUF,L1912-00160,affiliation,secretary_general,1,organisation_entry_officer_list,ambiguous,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-01594,L1912-00160,affiliation,deputy_secretary,1,organisation_entry_officer_list,resolved,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:ROY,L1912-00160,affiliation,president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:CHAUSSE,L1912-00160,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:LAMORRE,L1912-00160,affiliation,secretary,1,organisation_entry_officer_list,ambiguous_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:SECTION,L1912-00160,affiliation,member,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:AI HOUETTE,L1912-00160,affiliation,past_president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:PAGANO,L1912-00160,affiliation,member,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:KLENTZ,L1912-00160,affiliation,secretary_general,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:GREGOIRE,L1912-00160,affiliation,member,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-01904,L1912-00160,affiliation,member,1,organisation_entry_officer_list,resolved_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:DESSANLI,L1912-00160,affiliation,member,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-01443,L1912-00160,affiliation,member,1,organisation_entry_officer_list,resolved_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:ALLIA,L1912-00161,affiliation,president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:IMPARIALE,L1912-00161,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:BONURA,L1912-00161,affiliation,secretary_general,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-00098,L1912-00161,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:SOCLDU,L1912-00161,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:BENEDELLI,L1912-00161,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:A M,L1912-00162,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:F BAUSELLI,L1912-00162,affiliation,secretary,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:MAURIZIO LUMBROSO,L1912-00162,affiliation,secretary,1,organisation_entry_officer_list,ambiguous,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:MAL A GAGLIARDO,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:ALARIO VAIS,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:WERLEMBERG,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:A RAMELIA,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-02265,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:P SORIA,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-01994,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:CAPPELLANO,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
NAME:A NUNEZ,L1912-00162,affiliation,councillor,1,organisation_entry_officer_list,unmatched,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-01931,L1912-00162,affiliation,president,1,organisation_entry_officer_list,resolved,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item
L1912-00768,L1912-00163,affiliation,member,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:CHARLES PIETRA,L1912-00163,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00823,L1912-00163,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:EDMOND BOCCARA,L1912-00163,affiliation,deputy_treasurer,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00361,L1912-00163,affiliation,commissioner,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00823,L1912-00163,affiliation,commissioner,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:JEAN MOULIN,L1912-00163,affiliation,commissioner,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:VALENSI THEODORE,L1912-00163,affiliation,president,1,organisation_entry_officer_list,ambiguous,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:AFILLOU,L1912-00163,affiliation,treasurer,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:CARBONNEL,L1912-00164,affiliation,president,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:LEPIDI,L1912-00164,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00181,L1912-00164,affiliation,secretary,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:ANSIDEI,L1912-00164,affiliation,deputy_secretary,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-02191,L1912-00164,affiliation,president,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00174,L1912-00164,affiliation,president,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00174,L1912-00164,affiliation,president,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-01993,L1912-00165,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00067,L1912-00165,affiliation,secretary,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:ERICE MILIANI,L1912-00165,affiliation,secretary,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00094,L1912-00165,affiliation,councillor,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:GAETANO BANTI,L1912-00165,affiliation,councillor,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:LOPINTO,L1912-00165,affiliation,councillor,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-02264,L1912-00165,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00460,L1912-00165,affiliation,councillor,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:VULGARISER,L1912-00166,affiliation,member,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-02663,L1912-00166,affiliation,president,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00493,L1912-00166,affiliation,vice_president,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:LEVY DAVID,L1912-00166,affiliation,secretary,1,organisation_entry_officer_list,ambiguous,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-02263,L1912-00166,affiliation,assessor,1,organisation_entry_officer_list,resolved_fuzzy,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:HABIB NESSIM,L1912-00166,affiliation,assessor,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:TOUKI ANGE,L1912-00166,affiliation,assessor,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:ALASI,L1912-00167,affiliation,president,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00477,L1912-00167,affiliation,vice_president,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:PETRUCCI,L1912-00167,affiliation,treasurer,1,organisation_entry_officer_list,unmatched,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00460,L1912-00167,affiliation,secretary,1,organisation_entry_officer_list,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
NAME:TITO CASTELFRANCO,L1912-00225,affiliation,director,1,organisation_entry_officer_list,unmatched,47,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f71.item
L1912-00776,L1912-00226,affiliation,director,1,organisation_entry_officer_list,resolved,47,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f71.item
NAME:SEMAINE,L1912-00469,affiliation,president,1,organisation_entry_officer_list,unmatched,78,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f102.item
L1912-00961,L1912-00483,affiliation,archivist_librarian,1,organisation_entry_officer_list,resolved,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
L1912-00134,L1912-00483,affiliation,deputy_treasurer,1,organisation_entry_officer_list,resolved,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:LASSERAND,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:DUBOURG,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:BARTHE,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:THUILLIER,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:DT CADIERGUES,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:SAMARAN,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:COUSLURIOU,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
L1912-02623,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,resolved,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:DESPEROUX,L1912-00483,affiliation,assessor,1,organisation_entry_officer_list,unmatched,81,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f105.item
NAME:TOUTES,L1912-00490,affiliation,member,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:CASINIERE,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
L1912-01423,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,resolved,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:MABILON,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:MERCIER,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,ambiguous,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:ALORY,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
L1912-02191,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,resolved_fuzzy,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
L1912-02191,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,resolved_fuzzy,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:ROUSSEAUX,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:VINVENT,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,ambiguous_fuzzy,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:VOLET,L1912-00490,affiliation,founder,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
L1912-01423,L1912-00490,affiliation,president,1,organisation_entry_officer_list,resolved,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:MABILON,L1912-00490,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:VACON,L1912-00490,affiliation,secretary,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
L1912-01291,L1912-00491,affiliation,vice_president,1,organisation_entry_officer_list,resolved,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:CHARMETANT,L1912-00491,affiliation,secretary_general,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:AIN EL ASKER,L1912-00491,affiliation,director,1,organisation_entry_officer_list,unmatched,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
NAME:BONETTE,L1912-00548,affiliation,president,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-00767,L1912-00548,affiliation,president,1,organisation_entry_officer_list,resolved,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01682,L1912-00548,affiliation,secretary,1,organisation_entry_officer_list,resolved,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:ALBERTINI,L1912-00548,affiliation,assessor,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01593,L1912-00548,affiliation,assessor,1,organisation_entry_officer_list,resolved_fuzzy,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:MAUBE,L1912-00548,affiliation,assessor,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01171,L1912-00550,affiliation,president,1,organisation_entry_officer_list,resolved,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01607,L1912-00550,affiliation,vice_president,1,organisation_entry_officer_list,resolved,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:BAIZEAU,L1912-00550,affiliation,secretary,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:COMBES,L1912-00550,affiliation,deputy_secretary,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:BOISSONNAS,L1912-00550,affiliation,commissioner,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:GEOFL ROY SAINFE J JILAIRE,L1912-00550,affiliation,commissioner,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:SBRANA,L1912-00552,affiliation,president,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:C DIAEONO,L1912-00552,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous_fuzzy,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:MOHAMED MUBROUK,L1912-00552,affiliation,commissioner,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01743,L1912-00552,affiliation,president,1,organisation_entry_officer_list,resolved,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:VICTOR SACUTO,L1912-00552,affiliation,president,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:S BARUSH,L1912-00552,affiliation,president,1,organisation_entry_officer_list,unmatched,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01482,L1912-00554,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:V BENSASSON,L1912-00554,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
L1912-01702,L1912-00554,affiliation,secretary,1,organisation_entry_officer_list,resolved_fuzzy,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
NAME:ZAOUCHE,L1912-00556,affiliation,president,1,organisation_entry_officer_list,ambiguous,100,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f124.item
